Id,SalePrice
1252,108712.6667
2156,274588.3554
499,339857.9723
1374,115252.9797
2898,254996.1858
401,126923.4556
2721,163366.7516
2078,237770.7344
2589,132001.727
1946,246297.9286
1334,127783.4971
2781,222098.1014
431,423235.7108
576,193005.4402
1474,213573.5681
2254,134452.0245
2155,310962.5841
885,92473.72753
643,147097.9473
1944,133426.5322
480,190238.0513
2845,104970.2932
2387,298690.7719
2407,194527.5617
2527,160997.3738
2514,130097.0046
629,132784.1004
80,208526.8413
1876,128577.1231
1546,124568.9434
2518,162524.9025
2347,155697.089
783,204926.2981
1322,28071.07064
194,118881.7278
1770,294500.7839
2143,124857.8062
1229,230646.3796
511,293717.1461
46,216136.0534
1348,141525.3761
2465,178818.8292
387,238206.5331
873,226299.0505
1918,131069.4143
2764,235902.6061
2184,125127.4186
934,143520.6243
1920,129831.4116
2631,127484.0228
1768,653403.8165
2040,119021.2327
1749,216813.6226
834,239518.6895
1457,242678.5914
79,127667.6457
2302,127248.9797
1817,148333.6851
2755,254117.7216
359,174819.2509
2059,109992.997
2092,224665.1209
2516,237296.8183
150,141842.5024
1656,137933.1338
83,107792.5893
2411,192845.1497
795,79432.20381
2312,239011.1936
2917,103872.4596
1624,177653.2981
2215,317820.8954
1211,141484.4455
1485,149711.746
1024,160668.2459
570,190255.6179
2874,151430.7789
700,141453.3518
2756,211111.3261
2022,203456.7733
583,209589.0638
2392,341437.6967
2424,196906.4827
212,104674.5237
736,131597.6458
1610,145949.9099
890,139748.4308
467,167035.189
578,203339.6923
1747,178337.77
1149,166761.2356
2758,237078.8276
857,127191.2936
2219,275430.9725
733,85659.732
2909,108435.5523
1798,250243.9861
235,126338.6843
2366,123826.5502
1027,137428.4435
1195,134575.5156
1303,105429.7267
148,159300.5329
608,135895.0231
2515,177395.7554
821,267275.6447
2500,277960.675
745,117601.6585
741,128182.3785
1611,47937.14641
2532,128611.6157
1081,237236.8236
1692,431188.8967
2520,168975.8308
276,97737.3962
1992,132825.4435
663,89591.9937
418,130045.1004
1733,174945.6034
2359,152173.1289
253,201419.6054
1518,149641.7254
2035,138839.5916
2919,75804.83483
1540,243130.5253
2120,147052.9052
1674,169709.9428
256,155555.0459
2361,99777.7698
978,102305.1342
2280,142695.3452
2095,222152.9576
1709,324777.3682
2801,241365.1552
1246,118516.276
2373,97015.78261
1055,289445.8745
2017,130771.2697
1099,286687.0047
1344,79366.27226
835,187980.1032
1117,213251.145
2043,106353.8114
2085,119191.8936
410,150014.569
2650,131161.7058
2867,160323.8577
1668,120942.4518
1161,157813.7683
2122,166865.3429
2539,148715.5099
1047,159557.6896
1445,120602.9784
541,128976.1546
569,220747.0856
1276,113664.8537
918,156801.7662
326,152767.7339
1936,122930.8964
895,100916.6868
257,140006.1178
1241,159787.9414
1545,130240.8394
1189,181766.7132
270,142118.1902
2066,201698.4147
693,121737.9281
1259,134666.3095
2916,137969.6619
2321,315567.6651
1977,100758.0641
1895,147324.5713
1240,178916.5815
85,154270.5695
1823,118809.925
825,313032.8618
110,222857.029
697,128428.9381
2297,120649.0299
1231,128764.1859
1355,138152.0284
968,362202.1666
584,208031.4978
1315,104221.0583
1606,135894.0144
206,108301.4538
1685,350177.6411
2016,134425.2347
869,205526.3633
2135,122480.2247
2346,173577.7919
2430,225661.941
2198,72586.5345
2652,142243.2853
27,121287.559
241,178456.7899
906,95510.01131
1506,101662.5748
2098,369884.9719
1435,214358.3424
2213,130911.1129
1274,141772.0352
743,72637.9779
1737,215772.4843
2797,286049.8863
2185,62634.02441
58,166235.1387
830,200362.3412
808,107310.7983
680,154314.8835
1153,120287.8676
1291,142150.0541
1818,126770.807
2161,172765.3119
1883,111818.5754
350,372849.2966
2473,146657.7808
295,200683.6205
293,205161.3619
859,130838.2292
288,60148.75988
1578,134153.1597
102,199047.612
2831,176914.4695
1030,158710.3278
2551,150167.722
1286,145578.8627
958,316121.2304
776,129820.0642
72,224435.1724
2263,258911.5832
1866,142256.3579
2876,102287.8527
2146,270646.7256
103,171627.9428
1500,135949.6006
492,186190.4852
167,131592.9572
2597,114429.4795
2685,112490.8877
1035,168436.3922
1220,68447.39581
2602,158277.438
2159,210731.1133
695,139026.7142
1109,250383.9487
640,157926.4915
1652,151243.4595
2090,183374.9275
1188,195342.4766
2345,240983.4617
1059,429358.626
2751,231717.651
128,196027.059
1523,170114.9915
2925,170194.4823
2145,338931.1753
1121,236163.2013
566,307818.004
565,231142.0342
1331,125254.1959
2928,126894.3924
156,150636.6182
797,170030.9886
327,109387.7815
2859,130753.8128
1453,127109.7031
1762,360105.5457
1868,220263.8223
1760,169466.1181
1113,269826.7868
1812,190067.8748
117,160364.3968
1142,205691.1093
2342,379944.4383
927,128931.1849
2478,180846.6957
655,93556.67447
2064,127451.6302
369,238292.2132
2239,109494.0567
2732,214257.7192
1653,168571.3513
959,199647.292
2395,334842.6395
1412,116612.0128
271,275712.7908
1484,143167.0894
1497,141539.4365
552,140634.4249
2,139553.1211
1855,280158.5083
4,249014.8998
2292,144655.4874
134,124715.8963
646,96960.70335
42,336100.1708
532,231995.8817
713,103270.2726
2561,120800.2544
2360,134670.403
1333,132338.9773
1407,277672.8068
2892,276497.4795
574,242588.5173
1227,188346.4572
2591,193069.6828
1476,227109.7105
1125,264172.3353
1446,146244.662
408,130861.8858
1101,290625.6587
2251,184784.9572
373,194731.7255
2554,127256.7103
2382,271940.2888
1985,97919.47599
519,230645.9807
1093,192573.6651
864,262795.2773
2889,145043.1804
2308,148234.1151
986,158422.2132
1302,140649.4376
585,152850.6183
2708,155674.1641
147,122146.1038
1441,228409.9868
383,168821.5654
285,158499.4813
181,131014.9917
358,174273.8657
780,136373.1339
258,199590.3377
1865,186889.4516
692,139455.9093
2902,325058.2834
508,278302.4366
2638,129886.7595
36,151011.8678
611,159474.6246
2281,134722.0936
1678,113082.4669
1696,475129.4231
1557,72280.19384
2180,165533.6955
1726,238973.9945
951,138844.4197
267,225283.1454
2706,124762.35
2221,242121.8208
1357,182517.7544
2901,317339.6376
347,175837.4018
2164,190685.8047
1586,322377.2437
360,148523.8027
1769,234917.5126
2617,135119.5047
1879,153192.0749
991,208977.9599
1535,107347.2632
1191,148262.789
1579,200098.6297
1882,148189.204
1510,136638.7145
2196,131682.2876
1845,183030.8086
2336,388329.476
942,81737.94669
861,127078.259
2555,136654.0193
1392,134887.1087
2099,277039.9052
1543,129054.3195
948,283017.9392
1239,183222.0996
22,169706.7124
2796,255488.7574
2747,172815.3863
92,279268.6584
210,144122.2745
1858,201801.5762
2228,169587.1255
447,223176.5212
827,246248.9287
1649,196076.4895
682,130703.4848
2698,120786.4072
494,147760.863
214,48380.03121
2441,245805.549
2679,141507.2988
1336,115999.9813
465,176602.3046
1524,146828.8564
2543,117420.5819
631,140635.4896
2452,316157.5044
228,145983.8301
126,190259.4951
1092,214108.1517
1122,203954.5999
932,159242.4263
1980,90628.6946
2171,114036.4496
551,154310.8206
2768,152629.2117
2056,111076.0946
1159,396994.868
2645,125822.2808
1174,178566.572
2266,199070.2585
2462,417419.4651
1219,142753.2846
2922,189689.2155
118,127888.2583
474,188508.6006
2576,143058.5298
872,306359.006
1077,235437.8097
1536,141057.3774
1150,119439.9056
2341,324004.3718
1931,136714.6913
2785,132040.529
2538,121728.615
597,221457.1644
464,196588.3939
233,222731.4159
2169,122160.9102
2123,163229.3799
1867,176194.2462
137,283518.1936
515,227200.9018
933,110742.7364
2784,162311.4788
972,179787.3334
599,168884.0225
2614,119395.8849
2582,132875.4464
1409,188304.2519
175,106087.553
352,241483.9128
976,99417.67235
2134,190938.6299
984,113496.1859
2396,351623.4606
1673,142696.828
404,121916.5147
607,173495.7364
814,146705.3464
868,189647.637
2271,186574.0442
1633,228279.5986
337,186552.4347
2765,155343.0557
1746,242154.2693
368,339756.1543
2806,212317.5083
1662,182279.9505
1234,221299.6346
1373,127605.9913
1672,124338.923
1939,114992.8317
